device,site,city,state,date,tair_mean,tair_max,tair_min,rh_mean,precip,et,wind_speed,wind_dir,vpd,swdw,ndvi,lat,lon
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-04,29.2,36.1,20.8,30.0,0.0,5.7,,,2.9,18.6,0.26,-22.44751,-47.07162
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-05,24.9,33.8,17.5,48.0,0.1,5.3,,,1.8,17.9,0.25,-22.44751,-47.07158
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-06,21.9,31.6,15.2,67.0,0.0,4.5,,,1.1,16.8,0.25,-22.44745,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-07,25.1,35.2,15.9,59.0,0.0,5.1,,,1.6,17.9,0.24,-22.44753,-47.07156
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-08,27.4,35.6,20.4,46.0,0.0,5.2,,,2.2,16.7,0.24,-22.44749,-47.07148
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-09,26.8,36.0,18.9,41.0,0.0,5.6,,,2.3,18.3,0.24,-22.44748,-47.0715
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-10,25.2,34.0,16.9,43.0,0.0,5.7,,,2.0,20.3,0.24,-22.44752,-47.07161
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-11,25.6,34.0,17.8,40.0,0.0,5.8,,,2.2,20.4,0.24,-22.44745,-47.07157
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-12,25.4,35.1,17.0,37.0,0.0,6.3,,,2.2,22.6,0.24,-22.44746,-47.07154
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-13,25.7,33.7,17.4,37.0,0.1,5.8,,,2.3,19.9,0.22,-22.44754,-47.07176
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-14,25.4,32.4,17.6,43.0,0.0,4.8,,,2.0,15.9,0.23,-22.44753,-47.07158
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-15,23.7,33.6,17.9,58.0,0.0,5.2,,,1.4,18.7,0.22,-22.44759,-47.07162
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-16,19.2,22.8,16.8,80.0,0.2,1.3,,,0.4,4.8,0.25,-22.44751,-47.07172
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-17,19.2,27.4,13.4,69.0,0.2,5.2,,,0.8,22.9,0.23,-22.44755,-47.07164
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-18,20.8,27.6,13.7,67.0,0.0,5.0,,,0.9,20.7,0.22,-22.44751,-47.07164
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-19,23.9,33.9,15.1,63.0,0.1,5.2,,,1.4,19.3,0.22,-22.44756,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-20,25.5,33.7,18.3,56.0,0.2,5.6,,,1.7,20.2,0.22,-22.44747,-47.0717
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-21,23.0,30.0,17.4,66.0,0.0,3.5,,,1.1,12.5,0.22,-22.44755,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-22,25.8,34.1,18.8,57.0,0.0,5.8,,,1.6,21.8,0.21,-22.44752,-47.07171
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-23,26.9,36.4,19.3,49.0,0.0,6.3,,,2.1,22.4,0.21,-22.44757,-47.0716
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-24,27.8,36.5,19.5,44.0,0.0,6.0,,,2.3,20.9,0.21,-22.44759,-47.07164
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-25,27.9,36.6,20.2,42.0,0.0,6.5,,,2.4,23.0,0.21,-22.44759,-47.0715
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-26,28.2,37.3,19.1,40.0,0.0,6.6,,,2.5,22.7,0.2,-22.44778,-47.07152
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-27,24.7,30.7,17.8,61.0,0.1,3.9,,,1.3,13.7,0.2,-22.44766,-47.07153
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-28,21.6,30.4,15.6,63.0,0.1,5.6,,,1.1,23.1,0.2,-22.44754,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-29,24.6,34.9,15.6,59.0,0.0,6.1,,,1.6,23.0,0.19,-22.44754,-47.07158
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-09-30,26.1,35.4,18.0,53.0,0.0,5.8,,,1.9,21.3,0.19,-22.44749,-47.0716
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-01,26.9,35.3,19.0,45.0,0.0,6.2,,,2.2,22.1,0.19,-22.44745,-47.0716
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-02,27.8,39.3,19.9,44.0,0.1,6.5,,,2.4,22.5,0.19,-22.44747,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-03,23.7,33.6,18.0,62.0,0.0,5.1,,,1.3,19.0,0.18,-22.44748,-47.07159
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-04,19.1,26.1,15.8,80.0,8.0,4.0,,,0.5,17.9,0.21,-22.44753,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-05,21.9,32.6,14.4,67.0,0.0,6.1,,,1.2,25.0,0.2,-22.4475,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-06,23.1,34.2,14.1,60.0,0.0,6.4,,,1.5,25.1,0.2,-22.44744,-47.07163
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-07,24.0,35.3,14.5,54.0,0.0,6.3,,,1.8,23.4,0.19,-22.44746,-47.07161
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-08,26.1,37.6,15.8,54.0,0.1,6.1,,,1.9,21.8,0.19,-22.44743,-47.07159
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-09,22.9,31.5,16.8,66.0,0.1,4.4,,,1.1,16.2,0.19,-22.44742,-47.07162
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-10,22.3,28.2,18.1,76.0,0.0,2.6,,,0.7,9.8,0.2,-22.44748,-47.07159
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-11,23.4,30.1,19.3,82.0,10.6,4.4,,,0.7,17.8,0.19,-22.44751,-47.07153
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-12,23.2,31.3,18.9,74.0,1.6,5.2,,,0.9,19.9,0.22,-22.44756,-47.07162
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-13,23.5,33.5,17.2,66.0,0.0,6.2,,,1.2,23.6,0.22,-22.44746,-47.07171
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-14,24.0,34.3,17.4,65.0,0.0,6.4,,,1.3,24.3,0.23,-22.44749,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-15,24.7,32.8,16.6,58.0,0.0,6.0,,,1.5,22.1,0.22,-22.44743,-47.07161
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-16,24.3,33.4,17.3,67.0,0.0,5.1,,,1.2,19.0,0.22,-22.44746,-47.07163
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-17,26.0,33.9,18.7,60.0,0.0,6.3,,,1.6,23.0,0.22,-22.44742,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-18,23.5,33.3,17.6,69.0,4.5,5.0,,,1.1,18.9,0.22,-22.44746,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-19,20.8,29.1,16.6,84.0,11.4,3.5,,,0.5,14.7,0.23,-22.44748,-47.07164
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-20,20.3,24.1,16.7,88.0,0.6,2.2,,,0.3,9.9,0.26,-22.44746,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-21,23.4,28.9,18.8,76.0,0.0,3.9,,,0.8,15.6,0.26,-22.44746,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-22,25.7,32.4,21.5,71.0,0.0,5.6,,,1.1,21.6,0.26,-22.44744,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-23,24.3,32.4,20.9,82.0,8.5,4.6,,,0.7,18.0,0.26,-22.44745,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-24,23.3,29.4,19.2,87.0,39.4,4.5,,,0.4,18.8,0.3,-22.44748,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-25,22.1,25.7,19.1,88.0,25.0,2.8,,,0.3,12.0,0.32,-22.44743,-47.07163
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-26,25.0,30.7,20.6,77.0,0.0,4.2,,,0.8,15.7,0.32,-22.44744,-47.0717
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-27,22.1,28.6,18.6,77.0,0.0,5.2,,,0.7,21.7,0.34,-22.44745,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-28,22.6,30.2,17.9,76.0,0.0,4.0,,,0.7,15.2,0.35,-22.44743,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-29,23.7,30.7,18.2,73.0,0.0,6.2,,,1.0,24.4,0.36,-22.44744,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-30,23.4,30.9,17.3,67.0,0.0,6.8,,,1.2,27.0,0.36,-22.44744,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-10-31,23.0,30.4,16.4,64.0,0.0,6.3,,,1.2,24.3,0.36,-22.44744,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-01,24.0,31.8,16.7,64.0,0.0,6.6,,,1.3,25.5,0.36,-22.44744,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-02,22.9,29.1,20.3,79.0,3.7,3.7,,,0.7,14.6,0.39,-22.44744,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-03,21.5,26.0,19.6,92.0,40.5,2.5,,,0.2,11.1,0.44,-22.44742,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-04,20.7,22.4,19.3,93.0,13.6,1.4,,,0.2,6.2,0.46,-22.44746,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-05,22.7,27.7,19.2,83.0,0.0,3.7,,,0.5,15.8,0.44,-22.44745,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-06,23.8,30.1,19.9,81.0,8.4,5.0,,,0.7,20.4,0.45,-22.44743,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-07,21.1,22.2,20.0,94.0,38.3,1.5,,,0.2,7.0,0.5,-22.44742,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-08,20.7,24.0,18.8,95.0,44.0,1.2,,,0.1,5.1,0.49,-22.44742,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-09,21.1,26.8,17.2,81.0,0.0,4.4,,,0.5,18.6,0.5,-22.44746,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-10,21.6,28.4,14.8,71.0,0.0,7.1,,,0.9,30.5,0.49,-22.44744,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-11,23.3,32.9,14.9,66.0,0.0,6.8,,,1.2,27.8,0.49,-22.44745,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-12,25.6,34.0,18.1,57.0,0.0,7.7,,,1.6,28.8,0.49,-22.44742,-47.0717
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-13,20.9,26.5,16.5,80.0,3.9,3.5,,,0.5,14.7,0.51,-22.4474,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-14,21.4,29.4,16.0,75.0,0.0,4.8,,,0.7,19.6,0.52,-22.44743,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-15,23.0,29.8,17.4,75.0,3.6,5.1,,,0.8,20.3,0.52,-22.44743,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-16,21.6,24.7,19.2,89.0,3.1,3.3,,,0.3,14.6,0.53,-22.44745,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-17,23.0,29.3,17.8,74.0,0.0,5.9,,,0.8,24.4,0.55,-22.44743,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-18,24.6,32.1,18.4,66.0,0.0,7.0,,,1.2,28.1,0.54,-22.44744,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-19,25.9,34.8,19.6,58.0,0.0,7.9,,,1.6,29.8,0.52,-22.44742,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-20,25.1,32.0,18.8,69.0,0.0,5.7,,,1.1,22.4,0.51,-22.44741,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-21,24.3,29.9,19.3,69.0,0.1,7.2,,,1.0,29.4,0.49,-22.44746,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-22,21.0,23.5,18.4,84.0,4.7,2.2,,,0.4,9.2,0.56,-22.44746,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-23,22.3,28.6,17.0,71.0,0.0,6.5,,,0.9,27.1,0.53,-22.44744,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-24,21.4,27.8,15.3,66.0,0.0,7.2,,,1.0,31.0,0.5,-22.44744,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-25,23.6,31.8,15.4,60.0,0.0,7.2,,,1.4,28.4,0.46,-22.44744,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-26,25.3,32.8,18.5,56.0,0.0,7.4,,,1.6,28.7,0.44,-22.44743,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-27,26.4,33.3,19.6,56.0,0.0,6.0,,,1.7,21.5,0.43,-22.44743,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-28,26.0,33.0,21.3,65.0,0.1,6.6,,,1.3,24.9,0.42,-22.44742,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-29,23.0,28.4,20.5,86.0,5.5,2.8,,,0.4,12.0,0.52,-22.44746,-47.0717
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-11-30,25.4,31.6,21.0,76.0,0.0,5.3,,,0.9,20.3,0.49,-22.44746,-47.07163
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-01,26.8,34.6,19.5,66.0,0.0,7.5,,,1.4,29.4,0.46,-22.44745,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-02,24.1,29.2,20.7,82.0,66.4,4.0,,,0.6,16.5,0.43,-22.44746,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-03,21.8,23.6,21.0,95.0,26.8,1.2,,,0.1,5.4,0.55,-22.4474,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-04,22.1,26.5,19.6,83.0,0.3,4.1,,,0.5,17.3,0.54,-22.44745,-47.07171
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-05,22.9,28.0,19.0,83.0,0.4,4.3,,,0.5,18.0,0.53,-22.44747,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-06,25.1,30.6,20.5,78.0,7.5,6.0,,,0.8,25.0,0.53,-22.44746,-47.07172
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-07,26.6,31.7,21.4,67.0,0.0,7.0,,,1.3,27.6,0.53,-22.44746,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-08,23.9,30.7,20.0,83.0,13.0,4.4,,,0.6,18.5,0.54,-22.44744,-47.0717
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-09,23.0,29.7,19.2,86.0,26.5,4.7,,,0.5,20.0,0.56,-22.44744,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-10,22.4,27.7,17.6,86.0,8.5,3.8,,,0.4,16.3,0.56,-22.44744,-47.07171
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-11,21.5,28.3,16.1,73.0,0.0,7.0,,,0.8,31.5,0.58,-22.44742,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-12,22.9,30.4,16.5,67.0,0.0,7.3,,,1.1,30.4,0.57,-22.44745,-47.07172
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-13,23.7,30.6,17.8,71.0,0.0,4.6,,,1.0,18.2,0.56,-22.44743,-47.07163
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-14,21.7,24.7,19.7,84.0,16.2,2.7,,,0.4,12.4,0.57,-22.44744,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-15,22.4,28.5,19.6,84.0,9.2,4.4,,,0.5,20.0,0.58,-22.44744,-47.07171
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-16,24.0,29.4,20.6,71.0,0.0,5.6,,,0.9,23.4,0.57,-22.44742,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-17,23.7,30.8,16.6,61.0,0.0,7.5,,,1.3,31.0,0.58,-22.44749,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-18,23.6,31.1,16.8,66.0,0.0,7.5,,,1.2,31.0,0.58,-22.44749,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-19,24.3,32.0,17.5,70.0,0.1,6.9,,,1.1,28.0,0.4,-22.44739,-47.0717
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-20,23.2,30.0,19.8,80.0,12.3,4.9,,,0.7,20.7,0.32,-22.44741,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-21,22.2,26.5,19.8,88.0,27.6,2.8,,,0.3,12.2,0.34,-22.44746,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-22,22.7,27.8,18.5,83.0,11.3,4.5,,,0.5,20.0,0.33,-22.44743,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-23,23.6,29.1,19.9,77.0,0.0,5.5,,,0.7,23.1,0.33,-22.44743,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-24,24.5,32.0,18.2,69.0,0.0,7.3,,,1.1,30.4,0.32,-22.44744,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-25,24.6,32.3,19.7,74.0,43.4,6.1,,,0.9,25.3,0.33,-22.44743,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-26,21.6,24.9,20.2,93.0,46.6,2.1,,,0.2,9.8,0.42,-22.44747,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-27,22.0,25.8,20.6,92.0,6.8,2.0,,,0.2,9.2,0.41,-22.44744,-47.0717
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-28,24.1,29.6,20.4,81.0,0.1,5.9,,,0.6,25.6,0.37,-22.44743,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-29,22.9,30.8,18.0,78.0,22.3,5.3,,,0.7,22.1,0.39,-22.44744,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-30,23.0,29.6,17.0,74.0,0.0,6.9,,,0.9,29.8,0.41,-22.44742,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2024-12-31,24.2,32.3,18.1,68.0,0.0,7.5,,,1.1,31.8,0.4,-22.44745,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-01,24.3,33.1,18.1,69.0,0.0,7.1,,,1.1,30.2,0.42,-22.44743,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-02,22.0,29.0,18.9,82.0,28.5,5.1,,,0.5,22.4,0.44,-22.44741,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-03,21.7,25.7,18.9,88.0,4.8,2.8,,,0.3,13.0,0.47,-22.44741,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-04,23.0,29.0,18.9,83.0,1.0,3.3,,,0.5,14.4,0.47,-22.44746,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-05,23.5,30.4,17.3,74.0,0.0,6.0,,,0.9,25.7,0.49,-22.44743,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-06,24.4,31.5,18.1,72.0,0.5,6.4,,,1.0,27.1,0.51,-22.44742,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-07,22.7,30.3,18.5,80.0,11.0,4.2,,,0.6,18.0,0.52,-22.44744,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-08,23.9,31.9,18.2,71.0,0.1,7.4,,,1.0,31.4,0.52,-22.44743,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-09,23.2,29.8,18.5,73.0,0.0,6.3,,,0.9,26.8,0.53,-22.44746,-47.07156
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-10,22.8,29.0,17.4,70.0,0.0,6.5,,,1.0,27.5,0.53,-22.44746,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-11,23.3,30.1,16.4,67.0,0.0,7.1,,,1.1,30.2,0.52,-22.44743,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-12,22.8,28.6,18.8,71.0,0.1,6.0,,,0.9,25.2,0.52,-22.44744,-47.0717
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-13,22.2,28.6,17.2,69.0,0.0,6.4,,,0.9,27.5,0.51,-22.44745,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-14,22.2,29.3,16.3,70.0,0.0,6.7,,,0.9,28.7,0.49,-22.44742,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-15,24.4,30.3,18.3,71.0,0.0,5.5,,,1.0,22.8,0.47,-22.44745,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-16,25.0,30.1,21.6,72.0,0.2,4.9,,,1.0,19.4,0.47,-22.44745,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-17,24.8,30.7,21.0,75.0,5.1,4.1,,,0.9,16.2,0.49,-22.4475,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-18,25.6,30.5,21.0,76.0,0.1,6.2,,,0.9,26.1,0.52,-22.44745,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-19,25.6,32.2,20.0,74.0,21.1,7.1,,,1.0,29.6,0.5,-22.44746,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-20,25.0,30.7,20.2,75.0,0.0,6.7,,,0.9,28.6,0.55,-22.44742,-47.0717
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-21,25.7,31.1,21.0,72.0,0.5,5.7,,,1.0,23.4,0.55,-22.44743,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-22,26.7,33.9,17.6,68.0,33.2,7.4,,,1.3,30.1,0.55,-22.44746,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-23,24.5,31.5,17.9,74.0,8.1,6.3,,,1.0,26.0,0.57,-22.44745,-47.07162
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-24,24.5,32.8,19.9,76.0,35.5,6.9,,,0.9,29.3,0.58,-22.44747,-47.07164
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-25,24.3,31.2,20.2,79.0,0.6,5.9,,,0.8,25.3,0.58,-22.44743,-47.07171
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-26,23.2,30.4,20.4,82.0,11.9,5.2,,,0.6,22.8,0.58,-22.44742,-47.0717
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-27,23.1,28.6,20.0,82.0,7.8,4.7,,,0.6,20.8,0.59,-22.44748,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-28,23.0,29.7,20.7,85.0,3.1,4.4,,,0.5,19.1,0.6,-22.4474,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-29,22.6,28.9,20.5,87.0,57.8,4.1,,,0.4,17.9,0.6,-22.44739,-47.07164
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-30,23.0,27.3,19.9,87.0,22.4,3.6,,,0.4,15.9,0.6,-22.44743,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-01-31,22.7,27.6,20.4,87.0,5.0,3.3,,,0.4,14.9,0.61,-22.44749,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-01,22.4,26.7,20.4,88.0,4.8,3.1,,,0.3,13.9,0.61,-22.44746,-47.0717
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-02,22.4,26.9,20.7,89.0,5.9,2.8,,,0.3,12.8,0.61,-22.44749,-47.07165
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-03,22.0,24.8,19.6,88.0,8.5,3.1,,,0.3,14.3,0.6,-22.44746,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-04,22.2,25.7,20.1,87.0,6.3,3.2,,,0.4,14.4,0.44,-22.44749,-47.0717
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-05,22.7,28.8,19.7,83.0,2.5,4.3,,,0.5,19.2,0.44,-22.44748,-47.0717
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-06,24.8,31.8,19.8,74.0,0.9,6.8,,,1.0,28.9,0.43,-22.44745,-47.07168
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-07,23.7,32.3,18.5,77.0,9.2,5.4,,,0.8,21.7,0.43,-22.44742,-47.07169
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-08,23.5,32.2,17.5,75.0,0.4,6.1,,,0.9,25.6,0.44,-22.44743,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-09,24.6,33.2,18.6,69.0,0.0,6.3,,,1.1,26.0,0.45,-22.44745,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-10,23.7,30.4,19.5,75.0,0.1,5.7,,,0.8,23.9,0.45,-22.44743,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-11,24.6,31.1,19.5,71.0,0.0,5.7,,,1.0,23.2,0.46,-22.44745,-47.07163
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-12,25.1,31.4,19.7,69.0,0.0,6.0,,,1.1,24.6,0.47,-22.44744,-47.07166
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-13,23.4,29.0,20.3,80.0,12.8,3.9,,,0.6,16.1,0.5,-22.44749,-47.07167
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-14,23.6,32.8,19.6,79.0,20.2,5.7,,,0.7,24.0,0.5,-22.4474,-47.07164
D006582,BW Mogi Mirim,Mogi Mirim,SP,2025-02-15,25.6,32.2,19.7,72.0,0.0,6.3,,,1.0,26.3,0.51,-22.44746,-47.07164
